Date,Price,Adj Close,Close,Low,High,Open,Volume
2023-11-13 00:00:00+00:00,113.02450561523438,114.1500015258789,114.48999786376953,112.77999877929688,113.06999969482422,5740500
2023-11-14 00:00:00+00:00,114.95526885986328,116.0999984741211,116.45999908447266,114.44999694824219,114.86000061035156,6733700
2023-11-15 00:00:00+00:00,112.93538665771484,114.05999755859375,116.30999755859375,113.93000030517578,116.1500015258789,7386200
2023-11-16 00:00:00+00:00,113.53936767578125,114.66999816894531,115.87000274658203,113.47000122070312,113.76000213623047,7476100
2023-11-17 00:00:00+00:00,114.22257232666016,115.36000061035156,115.63999938964844,114.16000366210938,114.61000061035156,4791300
2023-11-20 00:00:00+00:00,115.7671890258789,116.91999816894531,117.1500015258789,115.51000213623047,115.6500015258789,5728300
2023-11-21 00:00:00+00:00,114.93547821044922,116.08000183105469,117.66999816894531,115.68000030517578,117.20999908447266,5995300
2023-11-22 00:00:00+00:00,115.0938949584961,116.23999786376953,117.29000091552734,115.51000213623047,116.69999694824219,4343700
2023-11-24 00:00:00+00:00,115.10379791259766,116.25,116.58999633789062,115.33999633789062,116.48999786376953,2168200
2023-11-27 00:00:00+00:00,115.3216323852539,116.47000122070312,116.7699966430664,115.44999694824219,116.01000213623047,5165300
2023-11-28 00:00:00+00:00,115.0938949584961,116.23999786376953,116.80000305175781,115.87000274658203,116.0,4892600
2023-11-29 00:00:00+00:00,115.06419372558594,116.20999908447266,117.58000183105469,115.95999908447266,117.33999633789062,6127200
2023-11-30 00:00:00+00:00,115.06419372558594,116.20999908447266,117.2300033569336,115.18000030517578,116.86000061035156,11075600
2023-12-01 00:00:00+00:00,116.00482177734375,117.16000366210938,117.3499984741211,115.26000213623047,116.06999969482422,5738000
2023-12-04 00:00:00+00:00,114.63843536376953,115.77999877929688,116.68000030517578,114.55000305175781,116.2699966430664,5587500
2023-12-05 00:00:00+00:00,113.4007568359375,114.52999877929688,115.2699966430664,113.80999755859375,114.56999969482422,5913600
2023-12-06 00:00:00+00:00,110.92539978027344,112.02999877929688,114.98999786376953,111.93000030517578,114.94000244140625,7815700
2023-12-07 00:00:00+00:00,111.75712585449219,112.87000274658203,113.02999877929688,111.80999755859375,112.41000366210938,6772800
2023-12-08 00:00:00+00:00,112.48982238769531,113.61000061035156,113.63999938964844,111.58999633789062,112.01000213623047,7753900
2023-12-11 00:00:00+00:00,113.99483489990234,115.12999725341797,115.3499984741211,113.61000061035156,113.7699966430664,19544200
2023-12-12 00:00:00+00:00,99.81603240966797,100.80999755859375,104.94999694824219,100.69000244140625,102.69999694824219,57666500
2023-12-13 00:00:00+00:00,101.97453308105469,102.98999786376953,103.0999984741211,99.26000213623047,101.08000183105469,29392200
